"","pol_ID_parallel","V1","V2","lon_centroid_parallel","lat_centroid_parallel","state_segment","point","latitude","longitude","radians_parallel","length_parallel","radians_orthogonal","length_orthogonal","perp_slope","slope","end_longitude","end_latitude","chunk","lead_lat","lead_lon","lead_end_lat","lead_end_lon","state"
"51","chunk_2_17",-40.990001,-1.26,-44.0799995025,-1.28499995,"MA1",273,-1.3099999,-45.349998,0,0.31999999,1.07827699736853,3.6300001,1.86348623853211,-0.53662859393462,-45.02999801,-1.3099999,2,-1.26,-44.950001,-1.26,-40.990001,"MA"
"52","chunk_2_17",-45.02999801,-1.3099999,-44.0799995025,-1.28499995,"MA1",273,-1.3099999,-45.349998,0,0.31999999,1.07827699736853,3.6300001,1.86348623853211,-0.53662859393462,-45.02999801,-1.3099999,2,-1.26,-44.950001,-1.26,-40.990001,"MA"
"53","chunk_2_18",-44.950001,-1.26,-43.045,-1.315,"MA1",232,-1.26,-44.950001,0,3.96,1.07827699736853,NA,1.86348623853211,-0.53662859393462,-40.990001,-1.26,2,-1.37,-44.869999,-1.37,-41.369999,"MA"
"54","chunk_2_18",-44.869999,-1.37,-43.045,-1.315,"MA1",232,-1.26,-44.950001,0,3.96,1.07827699736853,NA,1.86348623853211,-0.53662859393462,-40.990001,-1.26,2,-1.37,-44.869999,-1.37,-41.369999,"MA"
"55","chunk_2_18",-41.369999,-1.37,-43.045,-1.315,"MA1",232,-1.26,-44.950001,0,3.96,1.07827699736853,NA,1.86348623853211,-0.53662859393462,-40.990001,-1.26,2,-1.37,-44.869999,-1.37,-41.369999,"MA"
"56","chunk_2_18",-40.990001,-1.26,-43.045,-1.315,"MA1",232,-1.26,-44.950001,0,3.96,1.07827699736853,NA,1.86348623853211,-0.53662859393462,-40.990001,-1.26,2,-1.37,-44.869999,-1.37,-41.369999,"MA"
"57","chunk_2_19",-44.869999,-1.37,-43.1274995,-1.415,"MA1",272,-1.37,-44.869999,0,3.5,1.07827699736853,3.51,1.86348623853211,-0.53662859393462,-41.369999,-1.37,2,-1.46,-44.77,-1.46,-41.5,"MA"
"58","chunk_2_19",-44.77,-1.46,-43.1274995,-1.415,"MA1",272,-1.37,-44.869999,0,3.5,1.07827699736853,3.51,1.86348623853211,-0.53662859393462,-41.369999,-1.37,2,-1.46,-44.77,-1.46,-41.5,"MA"
"59","chunk_2_19",-41.5,-1.46,-43.1274995,-1.415,"MA1",272,-1.37,-44.869999,0,3.5,1.07827699736853,3.51,1.86348623853211,-0.53662859393462,-41.369999,-1.37,2,-1.46,-44.77,-1.46,-41.5,"MA"
"60","chunk_2_19",-41.369999,-1.37,-43.1274995,-1.415,"MA1",272,-1.37,-44.869999,0,3.5,1.07827699736853,3.51,1.86348623853211,-0.53662859393462,-41.369999,-1.37,2,-1.46,-44.77,-1.46,-41.5,"MA"
"61","chunk_2_2",-48.52,-0.22,-47.729999,-0.485,"PA",249,-0.22,-48.52,0,2.77,1.16335687154731,NA,2.31701201003036,-0.431590339485076,-45.75,-0.22,2,-0.75,-48.509998,-0.75,-48.139998,"PA"
"62","chunk_2_2",-48.509998,-0.75,-47.729999,-0.485,"PA",249,-0.22,-48.52,0,2.77,1.16335687154731,NA,2.31701201003036,-0.431590339485076,-45.75,-0.22,2,-0.75,-48.509998,-0.75,-48.139998,"PA"
"63","chunk_2_2",-48.139998,-0.75,-47.729999,-0.485,"PA",249,-0.22,-48.52,0,2.77,1.16335687154731,NA,2.31701201003036,-0.431590339485076,-45.75,-0.22,2,-0.75,-48.509998,-0.75,-48.139998,"PA"
"64","chunk_2_2",-45.75,-0.22,-47.729999,-0.485,"PA",249,-0.22,-48.52,0,2.77,1.16335687154731,NA,2.31701201003036,-0.431590339485076,-45.75,-0.22,2,-0.75,-48.509998,-0.75,-48.139998,"PA"
"65","chunk_2_20",-44.77,-1.46,-43.1100005,-1.61,"MA1",231,-1.46,-44.77,0,3.27,1.07827699736853,3.55,1.86348623853211,-0.53662859393462,-41.5,-1.46,2,-1.76,-44.610001,-1.76,-41.560001,"MA"
