"","pol_ID_parallel","pol_ID_orthogonal","well_ID","POCO","CADASTRO","OPERADOR","POCO_OPERADOR","ESTADO","BACIA","BLOCO","SIG_CAMPO","CAMPO","TERRA_MAR","POCO_POS_ANP","TIPO","CATEGORIA","RECLASSIFICACAO","SITUACAO","INICIO","TERMINO","CONCLUSAO","TITULARIDADE","LATITUDE_BASE_4C","LONGITUDE_BASE_4C","LATITUDE_BASE_DD","LONGITUDE_BASE_DD","DATUM_HORIZONTAL","TIPO_DE_COORDENADA_DE_BASE","DIRECAO","PROFUNDIDADE_VERTICAL_M","PROFUNDIDADE_SONDADOR_M","PROFUNDIDADE_MEDIDA_M","REFERENCIA_DE_PROFUNDIDADE","MESA_ROTATIVA","COTA_ALTIMETRICA_M","LAMINA_D_AGUA_M","DATUM_VERTICAL","UNIDADE_ESTRATIGRAFICA","GEOLOGIA_GRUPO_FINAL","GEOLOGIA_FORMACAO_FINAL","GEOLOGIA_MEMBRO_FINAL","CDPE","AGP","PC","PAG","PERFIS_CONVENCIONAIS","DURANTE_PERFURACAO","PERFIS_DIGITAIS","PERFIS_PROCESSADOS","PERFIS_ESPECIAIS","AMOSTRA_LATERAL","SISMICA","TABELA_TEMPO_PROFUNDIDADE","DADOS_DIRECIONAIS","TESTE_A_CABO","TESTE_DE_FORMACAO","CANHONEIO","TESTEMUNHO","GEOQUIMICA","SIG_SONDA","NOM_SONDA","DHA_ATUALIZACAO","Begin_Year","Conclusion_Year","End_Year","Type","Success","munic_code_orthogonal","munic_code_parallel"
"1","chunk_1_1","chunk_1_1",3902,"1-PAS-24-PA",600510057200,"","1PAS 0024  PA","PA","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","SECO SEM INDÍCIOS","ABANDONADO PERMANENTEMENTE","2/2/1987 0:00","4/6/1987 0:00","4/6/1987 0:00","Público","+00:56:08,939","-49:32:54,950",0.9358163888,-49.5485972222,"SIRGAS2000","Definitiva","Vertical",NA,4259,NA,"MR",28,NA,15,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","Existe","Existe","","","","","","Existe","GHI9                          ","","3/1/2020 5:00",1987,1987,1987,"Exploratory","Unsuccessfull",1502509,1600303
"2","chunk_1_2","chunk_1_2",5435,"1-PAS-2-PA",600510036900,"","1PAS 0002  PA","PA","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","ABANDONADO POR ACIDENTE MECÂNICO","ABANDONADO PERMANENTEMENTE","10/12/1978 0:00","10/17/1978 0:00","10/17/1978 0:00","Público","+01:39:39,815","-48:23:48,360",1.6610597222,-48.3967666666,"SIRGAS2000","Definitiva","Vertical",NA,252,NA,"MR",24.7,NA,38.4,"NM",NA,"","","","","Existe","","","","","","","","","","","","","","","","","ALAS                          ","","3/1/2020 5:00",1978,1978,1978,"Exploratory",NA,1600303,1600105
"3","chunk_1_2","chunk_1_2",5432,"1-PAS-2A-PA",600510037000,"","1PAS 0002A PA","PA","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","SECO SEM INDÍCIOS","ABANDONADO PERMANENTEMENTE","10/18/1978 0:00","11/11/1978 0:00","11/11/1978 0:00","Público","+01:46:14,547","-48:14:46,792",1.7707075,-48.2463311111,"SIRGAS2000","Definitiva","Vertical",NA,2276,NA,"MR",24.7,NA,38.4,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","Existe","Existe","","","","","","Existe","ALAS                          ","","3/1/2020 5:00",1978,1978,1978,"Exploratory","Unsuccessfull",1600303,1600105
"4","chunk_1_3","chunk_1_3",5078,"1-APS-47-AP",120510041900,"","1APS 0047  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","ABANDONADO POR ACIDENTE MECÂNICO","ABANDONADO PERMANENTEMENTE","12/29/1980 0:00","1/4/1981 0:00","1/4/1981 0:00","Público","+02:27:51,431","-49:02:31,021",2.4642863888,-49.0419502777,"SIRGAS2000","Definitiva","Vertical",NA,278,NA,"MR",24,NA,18.3,"NM",NA,"","","","","","","","","","","","","","","","","","","","","","KEYG                          ","","3/1/2020 5:00",1980,1981,1981,"Exploratory",NA,1600105,1600204
"5","chunk_1_3","chunk_1_4",5678,"3-PP-1-APS",120510033500,"","3PP  0001  APS","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Extensão","PRODUTOR SUBCOMERCIAL DE GÁS NATURAL","ABANDONADO POR LOGÍSTICA EXPLORATÓRIA","5/19/1976 0:00","6/26/1976 0:00","6/26/1976 0:00","Público","+03:29:32,945","-48:44:22,343",3.4924847222,-48.7395397222,"SIRGAS2000","Definitiva","Vertical",NA,3500,NA,"MR",33,NA,122,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","","","","","","","","","SS-2                          ","","3/1/2020 5:00",1976,1976,1976,"Exploratory","Successfull",1600204,1600204
"6","chunk_1_3","chunk_1_4",5894,"1-APS-6A-AP",120510029500,"","1APS 0006A AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","SECO SEM INDÍCIOS","ABANDONADO PERMANENTEMENTE","5/17/1973 0:00","8/7/1973 0:00","8/7/1973 0:00","Público","+03:06:55,859","-49:09:37,642",3.1155163888,-49.1604561111,"SIRGAS2000","Definitiva","Vertical",NA,4714.6,NA,"MR",26.5,NA,84.7,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","","","","","","","","Existe","PA-6                          ","","3/1/2020 5:00",1973,1973,1973,"Exploratory","Unsuccessfull",1600204,1600204
"7","chunk_1_3","chunk_1_4",5900,"1-APS-6-AP",120510029400,"","1APS 0006  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","ABANDONADO POR ACIDENTE MECÂNICO","ABANDONADO PERMANENTEMENTE","2/27/1973 0:00","5/5/1973 0:00","5/5/1973 0:00","Público","+03:06:56,250","-49:09:27,926",3.115625,-49.1577572222,"SIRGAS2000","Definitiva","Vertical",NA,3899,NA,"MR",26.5,NA,83.2,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","","","","","","","","Existe","PA-6                          ","","3/1/2020 5:00",1973,1973,1973,"Exploratory",NA,1600204,1600204
"8","chunk_1_3","chunk_1_4",5637,"1-APS-22-AP",120510034300,"","1APS 0022  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","SECO SEM INDÍCIOS","ABANDONADO PERMANENTEMENTE","11/9/1976 0:00","1/17/1977 0:00","1/17/1977 0:00","Público","+03:43:49,529","-49:11:23,484",3.7304247222,-49.1898566666,"SIRGAS2000","Definitiva","Vertical",NA,3695,NA,"MR",33,NA,107,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","","","","","","","","Existe","SS-5                          ","","3/1/2020 5:00",1976,1977,1977,"Exploratory","Unsuccessfull",1600204,1600204
"9","chunk_1_3","chunk_1_4",5737,"1-APS-10B-AP",120510032300,"","1APS 0010B AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","DESCOBRIDOR DE CAMPO COM GÁS NATURAL","ABANDONADO POR LOGÍSTICA EXPLORATÓRIA","9/23/1975 0:00","1/24/1976 0:00","1/24/1976 0:00","Público","+03:28:49,048","-48:42:45,901",3.4802911111,-48.7127502777,"SIRGAS2000","Definitiva","Vertical",NA,4265,NA,"MR",35,NA,135,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","","","","","","","","Existe","SS-2                          ","","3/1/2020 5:00",1975,1976,1976,"Exploratory","Successfull",1600204,1600204
"10","chunk_1_3","chunk_1_3",5368,"1-APS-38-AP",120510037600,"","1APS 0038  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","SECO SEM INDÍCIOS","ABANDONADO PERMANENTEMENTE","3/5/1979 0:00","5/6/1979 0:00","5/6/1979 0:00","Público","+02:34:15,676","-48:47:15,096",2.5710211111,-48.7875266666,"SIRGAS2000","Definitiva","Vertical",NA,4301,NA,"MR",25.5,NA,80.5,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","Existe","Existe","","","","","","Existe","KEYG                          ","","3/1/2020 5:00",1979,1979,1979,"Exploratory","Unsuccessfull",1600105,1600204
"11","chunk_1_3","chunk_1_3",5145,"1-APS-46-AP",120510040600,"","1APS 0046  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","ABANDONADO POR ACIDENTE MECÂNICO","ABANDONADO PERMANENTEMENTE","7/13/1980 0:00","8/25/1980 0:00","8/25/1980 0:00","Público","+03:17:32,899","-48:14:05,709",3.2924719444,-48.2349191666,"SIRGAS2000","Definitiva","Vertical",NA,1000,NA,"MR",15,NA,358,"NM",NA,"","","","","","","","","","","","","","","","","","","","","","D511                          ","","3/1/2020 5:00",1980,1980,1980,"Exploratory",NA,1600105,1600204
"12","chunk_1_3","chunk_1_4",3917,"1-APS-54A-AP",120510056900,"","1APS 0054A AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","SECO SEM INDÍCIOS","ABANDONADO PERMANENTEMENTE","12/28/1986 0:00","2/14/1987 0:00","2/14/1987 0:00","Público","+03:31:08,565","-48:49:46,570",3.5190458333,-48.8296027777,"SIRGAS2000","Definitiva","Vertical",NA,3984,NA,"MR",25,NA,115,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","Existe","Existe","","","","","","Existe","SS21                          ","","3/1/2020 5:00",1986,1987,1987,"Exploratory","Unsuccessfull",1600204,1600204
"13","chunk_1_3","chunk_1_4",3980,"1-APS-54-AP",120510056400,"","1APS 0054  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","ABANDONADO POR ACIDENTE MECÂNICO","ABANDONADO PERMANENTEMENTE","9/19/1986 0:00","12/18/1986 0:00","12/18/1986 0:00","Público","+03:31:04,571","-48:49:50,238",3.5179363888,-48.8306216666,"SIRGAS2000","Definitiva","Vertical",NA,2150,NA,"MR",25,NA,115,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","","","","","","","","","SS21                          ","","3/1/2020 5:00",1986,1986,1986,"Exploratory",NA,1600204,1600204
"14","chunk_1_3","chunk_1_4",5489,"1-APS-34-AP",120510036100,"","1APS 0034  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","SECO SEM INDÍCIOS","ABANDONADO PERMANENTEMENTE","4/22/1978 0:00","6/8/1978 0:00","6/8/1978 0:00","Público","+03:19:29,677","-49:12:13,588",3.3249102777,-49.2037744444,"SIRGAS2000","Definitiva","Vertical",NA,4000,NA,"MR",25,NA,100,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","","","","","","","","Existe","SS-87","TRANSOCEAN 706","3/1/2020 5:00",1978,1978,1978,"Exploratory","Unsuccessfull",1600204,1600204
"15","chunk_1_3","chunk_1_3",5658,"1-APS-20B-AP",120510034100,"","1APS 0020B AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","SECO SEM INDÍCIOS","ABANDONADO PERMANENTEMENTE","8/3/1976 0:00","10/22/1976 0:00","10/22/1976 0:00","Público","+03:01:50,854","-48:16:14,814",3.0307927777,-48.2707816666,"SIRGAS2000","Definitiva","Vertical",NA,3542,NA,"MR",32.5,NA,144.5,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","","","","","","","","Existe","SS-2                          ","","3/1/2020 5:00",1976,1976,1976,"Exploratory","Unsuccessfull",1600105,1600204
"16","chunk_1_3","chunk_1_4",5285,"1-APS-31A-AP",120510038900,"","1APS 0031A AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","PRODUTOR SUBCOMERCIAL DE PETRÓLEO","ABANDONADO POR LOGÍSTICA EXPLORATÓRIA","8/24/1979 0:00","5/10/1980 0:00","5/10/1980 0:00","Público","+03:51:25,564","-49:43:22,588",3.8571011111,-49.7229411111,"SIRGAS2000","Definitiva","Vertical",NA,4952,NA,"MR",24,NA,91,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","Existe","Existe","","","","","","Existe","PA19                          ","","3/1/2020 5:00",1979,1980,1980,"Exploratory","Successfull",1600204,1600204
"17","chunk_1_3","chunk_1_4",5854,"1-APS-8A-AP",120510029800,"","1APS 0008A AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","SECO SEM INDÍCIOS","ABANDONADO PERMANENTEMENTE","12/25/1973 0:00","3/2/1974 0:00","3/2/1974 0:00","Público","+02:59:39,744","-49:17:45,557",2.9943733333,-49.2959880555,"SIRGAS2000","Definitiva","Vertical",NA,3843,NA,"MR",28,NA,74,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","","","","","","","","Existe","PA-6                          ","","3/1/2020 5:00",1973,1974,1974,"Exploratory","Unsuccessfull",1600204,1600204
"18","chunk_1_3","chunk_1_4",5762,"1-APS-17-AP",120510031700,"","1APS 0017  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","SECO SEM INDÍCIOS","ABANDONADO PERMANENTEMENTE","4/23/1975 0:00","9/21/1975 0:00","9/21/1975 0:00","Público","+03:19:14,757","-49:31:07,370",3.3207658333,-49.5187138888,"SIRGAS2000","Definitiva","Vertical",NA,5092,NA,"MR",23.5,NA,81.4,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","","","","","","","","Existe","PA12                          ","","3/1/2020 5:00",1975,1975,1975,"Exploratory","Unsuccessfull",1600204,1600204
"19","chunk_1_3","chunk_1_4",5288,"1-APS-31-AP",120510038800,"","1APS 0031  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","ABANDONADO POR ACIDENTE MECÂNICO","ABANDONADO PERMANENTEMENTE","8/21/1979 0:00","8/21/1979 0:00","8/21/1979 0:00","Público","+03:51:29,990","-49:43:27,305",3.8583305555,-49.7242513888,"SIRGAS2000","Definitiva","Vertical",NA,181,NA,"MR",24,NA,86,"NM",NA,"","","","","","","","","","","","","","","","","","","","","","PA19                          ","","3/1/2020 5:00",1979,1979,1979,"Exploratory",NA,1600204,1600204
"20","chunk_1_3","chunk_1_3",5136,"1-APS-41-AP",120510040700,"","1APS 0041  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","SECO SEM INDÍCIOS","ABANDONADO PERMANENTEMENTE","8/3/1980 0:00","11/8/1980 0:00","11/8/1980 0:00","Público","+02:40:59,084","-49:05:20,919",2.6830788888,-49.0891441666,"SIRGAS2000","Definitiva","Vertical",NA,4211,NA,"MR",23,NA,36,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","Existe","Existe","","","","","","Existe","PA15                          ","","3/1/2020 5:00",1980,1980,1980,"Exploratory","Unsuccessfull",1600105,1600204
"21","chunk_1_3","chunk_1_3",5510,"1-APS-33-AP",120510035600,"","1APS 0033  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","ABANDONADO POR ACIDENTE MECÂNICO","ABANDONADO PERMANENTEMENTE","3/4/1978 0:00","3/31/1978 0:00","3/31/1978 0:00","Público","+02:19:11,692","-48:35:16,246",2.3199144444,-48.5878461111,"SIRGAS2000","Definitiva","Vertical",NA,427,NA,"MR",10.69999,NA,73.2,"NM",NA,"","","","","Existe","","","","","","","","","","","","","","","","","INTE                          ","","3/1/2020 5:00",1978,1978,1978,"Exploratory",NA,1600105,1600204
"22","chunk_1_3","chunk_1_3",5823,"1-APS-13-AP",120510030400,"","1APS 0013  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","SECO SEM INDÍCIOS","ABANDONADO PERMANENTEMENTE","6/16/1974 0:00","9/13/1974 0:00","9/13/1974 0:00","Público","+02:43:51,293","-49:00:07,815",2.7309147222,-49.0021708333,"SIRGAS2000","Definitiva","Vertical",NA,4494,NA,"MR",28,NA,84,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","","","","","","","","Existe","PA-6                          ","","3/1/2020 5:00",1974,1974,1974,"Exploratory","Unsuccessfull",1600105,1600204
"23","chunk_1_3","chunk_1_3",5663,"1-APS-20A-AP",120510033900,"","1APS 0020A AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","ABANDONADO POR ACIDENTE MECÂNICO","ABANDONADO PERMANENTEMENTE","7/30/1976 0:00","7/31/1976 0:00","7/31/1976 0:00","Público","+03:01:50,854","-48:16:14,814",3.0307927777,-48.2707816666,"SIRGAS2000","Definitiva","Vertical",NA,320,NA,"MR",27,NA,143.5,"NM",NA,"","","","","","","","","","","","","","","","","","","","","","SS-2                          ","","3/1/2020 5:00",1976,1976,1976,"Exploratory",NA,1600105,1600204
"24","chunk_1_3","chunk_1_3",5492,"1-APS-32-AP",120510036000,"","1APS 0032  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","SECO SEM INDÍCIOS","ABANDONADO PERMANENTEMENTE","4/16/1978 0:00","6/15/1978 0:00","6/15/1978 0:00","Público","+02:49:43,843","-48:22:06,570",2.8288452777,-48.3684916666,"SIRGAS2000","Definitiva","Vertical",NA,3969,NA,"MR",33,NA,96,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","","","","","","","","Existe","SS-5                          ","","3/1/2020 5:00",1978,1978,1978,"Exploratory","Unsuccessfull",1600105,1600204
"25","chunk_1_3","chunk_1_3",5461,"1-APS-35-AP",120510036400,"","1APS 0035  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","SECO SEM INDÍCIOS","ABANDONADO PERMANENTEMENTE","7/30/1978 0:00","9/29/1978 0:00","9/29/1978 0:00","Público","+02:23:00,230","-48:22:19,622",2.3833972222,-48.3721172222,"SIRGAS2000","Definitiva","Vertical",NA,3998,NA,"MR",10.69999,NA,80.7,"NM",NA,"","","","","","Existe","","","","Existe","","","","","","","","","","","","INTE                          ","","3/1/2020 5:00",1978,1978,1978,"Exploratory","Unsuccessfull",1600105,1600204
"26","chunk_1_3","chunk_1_3",5125,"1-APS-46A-AP",120510041000,"","1APS 0046A AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","ABANDONADO POR ACIDENTE MECÂNICO","ABANDONADO PERMANENTEMENTE","8/27/1980 0:00","10/2/1980 0:00","10/2/1980 0:00","Público","+03:17:32,899","-48:14:05,709",3.2924719444,-48.2349191666,"SIRGAS2000","Definitiva","Vertical",NA,1000,NA,"MR",15,NA,358,"NM",NA,"","","","","Existe","","","","","","","","","","","","","","","","","D511                          ","","3/1/2020 5:00",1980,1980,1980,"Exploratory",NA,1600105,1600204
"27","chunk_1_3","chunk_1_4",5798,"1-APS-5-AP",120510031000,"","1APS 0005  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","SECO SEM INDÍCIOS","ABANDONADO PERMANENTEMENTE","11/3/1974 0:00","2/18/1975 0:00","2/18/1975 0:00","Público","+03:05:49,161","-48:57:44,065",3.0969891666,-48.9622402777,"SIRGAS2000","Definitiva","Vertical",NA,4354,NA,"MR",22,NA,88,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","","","","","","","","Existe","PA12                          ","","3/1/2020 5:00",1974,1975,1975,"Exploratory","Unsuccessfull",1600204,1600204
"28","chunk_1_3","chunk_1_4",5604,"1-APS-25-AP",120510034700,"","1APS 0025  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","SECO SEM INDÍCIOS","ABANDONADO PERMANENTEMENTE","2/27/1977 0:00","7/13/1977 0:00","7/13/1977 0:00","Público","+03:22:07,647","-49:44:29,654",3.3687908333,-49.7415705555,"SIRGAS2000","Definitiva","Vertical",NA,4400,NA,"MR",33,NA,73,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","","","","","","","","Existe","SS-5                          ","","3/1/2020 5:00",1977,1977,1977,"Exploratory","Unsuccessfull",1600204,1600204
"29","chunk_1_3","chunk_1_4",5560,"1-APS-26A-AP",120510035000,"","1APS 0026A AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","SECO SEM INDÍCIOS","ABANDONADO PERMANENTEMENTE","8/24/1977 0:00","11/21/1977 0:00","11/21/1977 0:00","Público","+03:40:05,131","-49:23:49,387",3.6680919444,-49.3970519444,"SIRGAS2000","Definitiva","Vertical",NA,4354,NA,"MR",32.59999,NA,98.2,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","","","","","","","","Existe","SS-5                          ","","3/1/2020 5:00",1977,1977,1977,"Exploratory","Unsuccessfull",1600204,1600204
"30","chunk_1_3","chunk_1_3",5876,"1-APS-7-AP",120510029600,"","1APS 0007  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","SECO SEM INDÍCIOS","ABANDONADO PERMANENTEMENTE","8/28/1973 0:00","10/25/1973 0:00","10/25/1973 0:00","Público","+02:47:53,668","-48:55:59,191",2.7982411111,-48.9331086111,"SIRGAS2000","Definitiva","Vertical",NA,4630,NA,"MR",29,NA,74,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","","","","","","","","Existe","PA-6                          ","","3/1/2020 5:00",1973,1973,1973,"Exploratory","Unsuccessfull",1600105,1600204
"31","chunk_1_3","chunk_1_4",5561,"1-APS-26-AP",120510034900,"","1APS 0026  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","ABANDONADO POR ACIDENTE MECÂNICO","ABANDONADO PERMANENTEMENTE","8/23/1977 0:00","8/24/1977 0:00","8/24/1977 0:00","Público","+03:40:05,131","-49:23:49,387",3.6680919444,-49.3970519444,"SIRGAS2000","Definitiva","Vertical",NA,143,NA,"MR",32,NA,106,"NM",NA,"","","","","","","","","","","","","","","","","","","","","","SS-5                          ","","3/1/2020 5:00",1977,1977,1977,"Exploratory",NA,1600204,1600204
"32","chunk_1_3","chunk_1_3",6019,"1-APS-2-AP",120510026900,"","1APS 0002  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","SECO SEM INDÍCIOS","ABANDONADO PERMANENTEMENTE","6/28/1970 0:00","8/21/1970 0:00","8/21/1970 0:00","Público","+02:33:23,206","-49:42:06,407",2.5564461111,-49.7017797222,"SIRGAS2000","Definitiva","Vertical",NA,4158.6,NA,"MR",25,NA,20,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","","","","","","","","Existe","PA-4                          ","","3/1/2020 5:00",1970,1970,1970,"Exploratory","Unsuccessfull",1600105,1600204
"33","chunk_1_3","chunk_1_4",5787,"1-APS-16-AP",120510031300,"","1APS 0016  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","ABANDONADO POR ACIDENTE MECÂNICO","ABANDONADO PERMANENTEMENTE","1/28/1975 0:00","2/13/1975 0:00","2/13/1975 0:00","Público","+03:40:28,758","-49:35:49,366",3.674655,-49.5970461111,"SIRGAS2000","Definitiva","Vertical",NA,460,NA,"MR",25,NA,99,"NM",NA,"","","","","","","","","","","","","","","","","","","","","","SS-1                          ","","3/1/2020 5:00",1975,1975,1975,"Exploratory",NA,1600204,1600204
"34","chunk_1_3","chunk_1_3",5665,"1-APS-20-AP",120510033700,"","1APS 0020  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","ABANDONADO POR ACIDENTE MECÂNICO","ABANDONADO PERMANENTEMENTE","7/24/1976 0:00","7/26/1976 0:00","7/26/1976 0:00","Público","+03:01:50,854","-48:16:14,814",3.0307927777,-48.2707816666,"SIRGAS2000","Definitiva","Vertical",NA,306,NA,"MR",27,NA,143.5,"NM",NA,"","","","","","","","","","","","","","","","","","","","","","SS-2                          ","","3/1/2020 5:00",1976,1976,1976,"Exploratory",NA,1600105,1600204
"35","chunk_1_3","chunk_1_3",5731,"1-APS-12-AP",120510032500,"","1APS 0012  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","SECO SEM INDÍCIOS","ABANDONADO PERMANENTEMENTE","10/8/1975 0:00","1/15/1976 0:00","1/15/1976 0:00","Público","+02:51:43,235","-48:44:56,948",2.8620097222,-48.7491522222,"SIRGAS2000","Definitiva","Vertical",NA,4407,NA,"MR",25,NA,91,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","","","","","","","","Existe","PA12                          ","","3/1/2020 5:00",1975,1976,1976,"Exploratory","Unsuccessfull",1600105,1600204
"36","chunk_1_3","chunk_1_3",5803,"1-APS-14-AP",120510030800,"","1APS 0014  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","SECO SEM INDÍCIOS","ABANDONADO PERMANENTEMENTE","10/11/1974 0:00","1/6/1975 0:00","1/6/1975 0:00","Público","+02:42:22,697","-48:20:51,474",2.7063047222,-48.3476316666,"SIRGAS2000","Definitiva","Vertical",NA,5000,NA,"MR",31.39999,NA,88.6,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","","","","","","","","Existe","PA-6                          ","","3/1/2020 5:00",1974,1975,1975,"Exploratory","Unsuccessfull",1600105,1600204
"37","chunk_1_3","chunk_1_4",5458,"1-APS-36-AP",120510036500,"","1APS 0036  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","SECO SEM INDÍCIOS","ABANDONADO PERMANENTEMENTE","8/9/1978 0:00","11/30/1978 0:00","11/30/1978 0:00","Público","+03:34:28,261","-49:32:19,828",3.5745169444,-49.5388411111,"SIRGAS2000","Definitiva","Vertical",NA,4673,NA,"MR",33,NA,89,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","","","","","","","","Existe","SS-5                          ","","3/1/2020 5:00",1978,1978,1978,"Exploratory","Unsuccessfull",1600204,1600204
"38","chunk_1_3","chunk_1_3",5335,"1-APS-39-AP",120510038100,"","1APS 0039  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","SECO SEM INDÍCIOS","ABANDONADO PERMANENTEMENTE","5/17/1979 0:00","7/6/1979 0:00","7/6/1979 0:00","Público","+02:11:32,033","-49:03:33,664",2.1922313888,-49.0593511111,"SIRGAS2000","Definitiva","Vertical",NA,3834,NA,"MR",25.2,NA,15.9,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","","","","","","","","Existe","KEYG                          ","","3/1/2020 5:00",1979,1979,1979,"Exploratory","Unsuccessfull",1600105,1600204
"39","chunk_1_3","chunk_1_4",5801,"1-APS-10-AP",120510030900,"","1APS 0010  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","ABANDONADO POR OUTRAS RAZÕES","ABANDONADO PERMANENTEMENTE","10/19/1974 0:00","10/31/1974 0:00","10/31/1974 0:00","Público","+03:28:47,491","-48:42:42,485",3.4798586111,-48.7118013888,"SIRGAS2000","Definitiva","Vertical",NA,460,NA,"MR",25,NA,131,"NM",NA,"","","","","","","","","","","","","","","","","","","","","","SS-1                          ","","3/1/2020 5:00",1974,1974,1974,"Exploratory","Unsuccessfull",1600204,1600204
"40","chunk_1_3","chunk_1_3",6026,"1-APS-1-AP",120510026700,"","1APS 0001  AP","AP","Foz do Amazonas","Brasil","","","M","N","Exploratório","Pioneiro","SECO SEM INDÍCIOS","ABANDONADO PERMANENTEMENTE","3/31/1970 0:00","6/10/1970 0:00","6/10/1970 0:00","Público","+02:24:34,214","-49:01:19,439",2.4095038888,-49.0220663888,"SIRGAS2000","Definitiva","Vertical",NA,4812.7,NA,"MR",25,NA,21,"NM",NA,"","","","","Existe","Existe","","","","Existe","","","","","","","","","","","Existe","PA-4                          ","","3/1/2020 5:00",1970,1970,1970,"Exploratory","Unsuccessfull",1600105,1600204
